index,red1,ir1,red2,ir2
1929,163990,134772,169601,137904
1930,164051,134801,169052,137720
1931,163868,134723,169158,137766
1932,163583,134696,170443,138169
1933,163692,134727,170630,138254
1934,163775,134767,170809,138312
1935,164167,134913,170819,138311
1936,164261,134942,170429,138176
1937,164127,134886,169815,137952
1938,164192,134911,169491,137842
1939,164393,134988,169758,137952
1940,164616,135069,170215,138115
1941,164797,135150,170560,138233
1942,164909,135201,170583,138242
1943,165021,135241,170450,138199
1944,165103,135266,170363,138188
1945,165157,135284,170435,138209
1946,165212,135303,170685,138260
1947,165274,135321,170854,138326
1948,165384,135351,170844,138335
1949,165525,135412,170823,138331
1950,165608,135437,170870,138347
1951,165088,135221,170954,138356
1952,163691,134653,171042,138382
1953,162929,134362,170765,138321
1954,162939,134378,169704,137925
1955,162968,134407,168308,137388
1956,162959,134402,168109,137317
1957,163173,134493,168459,137456
1958,163451,134611,168884,137622
1959,163374,134564,169588,137870
1960,163331,134547,169811,137951
1961,163480,134600,169832,137963
1962,163722,134713,169994,138015
1963,163969,134808,170263,138116
1964,164136,134877,170527,138185
1965,164277,134929,170714,138233
1966,164387,134967,170799,138265
1967,164473,135007,170890,138290
1968,164564,135045,170958,138339
1969,164659,135079,170951,138359
1970,164789,135127,170845,138347
1971,164985,135209,170151,138090
1972,165106,135249,168499,137445
1973,164903,135151,167831,137177
1974,163648,134625,167953,137241
1975,162746,134257,168034,137272
1976,162687,134233,168187,137332
1977,162772,134277,168719,137540
1978,162787,134290,169065,137677
1979,162998,134378,168950,137631
1980,163354,134527,168949,137628
1981,163330,134519,169239,137727
1982,163237,134493,169543,137844
1983,163354,134542,169819,137955
1984,163597,134649,170046,138034
1985,163870,134765,170207,138087
1986,164057,134843,170313,138131
1987,164207,134895,170450,138169
1988,164279,134921,170600,138218
1989,164368,134967,170660,138237
1990,164488,134999,170182,138057
1991,164630,135055,168638,137455
1992,164824,135116,167888,137153
1993,165027,135203,167986,137206
1994,165165,135244,168110,137271
1995,165027,135186,168305,137345
1996,163886,134694,168836,137545
1997,162848,134280,169340,137735
1998,162710,134226,169395,137759
1999,162812,134278,169493,137801
2000,162852,134299,169809,137916
2001,163079,134397,170126,138019
2002,163396,134530,170342,138098
2003,163335,134509,170497,138147
2004,163249,134467,170596,138179
2005,163373,134518,170647,138207
2006,163637,134630,170685,138216
2007,163912,134752,170774,138241
2008,164202,134855,170902,138274
2009,164472,134949,170962,138304
2010,164624,135018,170722,138215
2011,164714,135045,169609,137792
2012,164851,135095,168316,137296
2013,165049,135155,168236,137284
2014,165134,135197,168497,137386
2015,165088,135173,168598,137434
2016,164329,134833,168959,137586
2017,163325,134414,169430,137750
2018,163108,134330,169466,137779
2019,163302,134423,169449,137782
2020,163563,134529,169665,137851
2021,164095,134760,169959,137950
2022,164343,134858,170243,138049
2023,164253,134813,170416,138101
2024,164193,134780,170492,138130
2025,164404,134870,170577,138155
2026,164691,134973,170662,138187
2027,164915,135053,170723,138207
2028,165107,135132,170768,138220
2029,165239,135190,170875,138244
2030,165372,135246,170987,138279
2031,165499,135288,171077,138294
2032,165834,135222,170481,137996
2033,165933,135262,170693,138076
2034,165414,135038,170723,138094
2035,164141,134511,170684,138055
2036,163554,134290,170739,138047
2037,163669,134357,170802,138076
2038,163897,134449,170846,138088
2039,164010,134496,170840,138108
2040,164336,134620,170795,138113
2041,164613,134731,170759,138110
2042,164588,134710,170759,138100
2043,164662,134730,170766,138111
2044,164890,134813,170792,138127
2045,165148,134912,170845,138159
2046,165368,134996,170920,138175
2047,165504,135044,170905,138168
2048,165577,135082,170372,137972
2049,165647,135109,169125,137481
2050,165720,135134,168336,137157
2051,165788,135153,168533,137251
2052,165845,135171,168897,137397
2053,165907,135197,169293,137534
2054,165990,135226,169757,137721
2055,166109,135272,169937,137797
2056,166215,135311,169917,137793
2057,165995,135220,169970,137815
2058,164882,134773,170175,137865
2059,164206,134520,170370,137948
2060,164325,134574,170524,138016
2061,164591,134689,170633,138044
2062,164672,134714,170698,138075
2063,164853,134787,170736,138089
2064,165102,134875,170750,138078
2065,165025,134855,170781,138090
2066,164952,134828,170853,138117
2067,165069,134880,170922,138133
2068,165275,134955,170977,138139
2069,165464,135020,170646,138017
2070,165589,135071,169881,137730
2071,165658,135103,169567,137620
2072,165720,135123,169757,137678
2073,165765,135139,170003,137761
2074,165806,135151,170206,137826
2075,165863,135179,170410,137910
2076,165907,135200,170421,137917
2077,165978,135221,170356,137904
2078,166087,135275,170219,137878
2079,166177,135330,170245,137890
2080,166053,135276,170373,137951
2081,165004,134858,170418,137965
2082,164219,134563,170413,137969
2083,164321,134620,170522,138004
2084,164559,134732,170592,138015
2085,164699,134778,170599,138055
2086,164906,134858,170576,138073
2087,165116,134948,170659,138087
2088,165067,134921,170880,138129
2089,164980,134907,171004,138148
2090,165055,134945,170745,138045
2091,165283,135024,170001,137785
2092,165506,135118,169171,137465
2093,165630,135169,168954,137386
2094,165699,135204,169027,137430
2095,165752,135225,168922,137385
2096,165790,135229,169130,137454
2097,165818,135245,169439,137552
2098,165869,135268,169326,137518
2099,165920,135294,169362,137515
2100,166016,135327,169578,137587
2101,166166,135385,170066,137747
2102,166287,135432,170480,137882
2103,166177,135374,170841,138005
2104,165292,135004,171066,138133
2105,164588,134730,171122,138181
2106,164651,134748,171313,138250
2107,164904,134844,171598,138330
2108,165012,134875,171716,138374
2109,165190,134935,171754,138385
2110,165406,135021,171714,138364
2111,165331,134990,171374,138248
2112,165209,134935,171140,138183
2113,165286,134973,171083,138148
2114,165450,135040,171164,138171
2115,165608,135109,171156,138134
2116,165725,135153,171282,138167
2117,165800,135183,171388,138201
2118,165855,135204,171275,138155
2119,165908,135227,171286,138156
2120,165940,135238,171233,138153
2121,166004,135260,171270,138169
2122,166090,135293,171321,138207
2123,166205,135327,171288,138188
2124,166290,135354,171413,138230
2125,166070,135264,171400,138223
2126,165131,134868,171361,138198
2127,164633,134674,171407,138215
2128,164695,134707,171418,138237
2129,164879,134791,171179,138166
2130,164991,134833,170544,137960
2131,165206,134917,169964,137741
2132,164325,134451,171532,138332
2133,164148,134403,171592,138352
2134,164543,134573,171665,138382
2135,164825,134728,171711,138395
2136,165251,134914,171753,138410
2137,165496,135017,171782,138417
2138,165414,134971,171510,138313
2139,165345,134936,170568,137978
2140,165449,134962,169966,137766
2141,165604,135019,170179,137853
2142,165769,135069,170530,137974
2143,165940,135136,170800,138070
2144,166026,135168,171099,138168
2145,166039,135186,171258,138240
2146,166053,135195,171221,138222
2147,166073,135208,171231,138216
2148,165868,135122,171332,138246
2149,164911,134735,171445,138289
2150,164117,134424,171567,138313
2151,163752,134280,171656,138334
2152,163865,134340,171711,138365
2153,164113,134450,171750,138372
2154,164776,134713,171777,138379
2155,165314,134915,171824,138398
2156,165342,134915,171825,138396
2157,165298,134877,171346,138233
2158,165375,134883,170389,137897
2159,165472,134901,170082,137798
2160,165502,134906,170343,137888
2161,165654,135000,170647,137993
2162,165808,135054,170883,138075
2163,165973,135134,171153,138167
2164,166124,135176,171274,138212
2165,166215,135222,171264,138205
2166,165889,135085,171282,138202
2167,164821,134667,171361,138223
2168,163960,134296,171484,138260
2169,163891,134280,171600,138298
2170,164113,134396,171681,138321
2171,164408,134523,171747,138332
2172,164909,134744,171771,138347
2173,165165,134862,171801,138345
2174,164874,134734,171860,138369
2175,164667,134650,171910,138373
2176,164706,134646,171910,138368
2177,164725,134640,171545,138258
2178,164956,134727,170837,138032
2179,165135,134791,170652,137969
2180,165319,134872,170929,138065
2181,165547,134966,171099,138125
2182,165742,135039,171223,138157
2183,165926,135100,171415,138212
2184,165716,135030,171477,138228
2185,164968,134737,171465,138222
2186,164522,134565,171464,138228
2187,164676,134635,171535,138238
2188,164950,134751,171636,138254
2189,165144,134836,171716,138289
2190,165519,134973,171792,138298
2191,165661,135037,171843,138313
2192,165443,134953,171897,138318
2193,165249,134884,171929,138330
2194,165307,134905,171959,138336
2195,165436,134956,172016,138350
2196,165543,135006,172071,138352
2197,165625,135028,172078,138366
2198,165700,135068,171704,138260
2199,165803,135116,171246,138124
2200,165860,135144,171277,138136
2201,165690,135063,171443,138186
2202,164690,134650,171550,138222
2203,163692,134257,171646,138247
2204,163531,134217,171760,138277
2205,163715,134323,171779,138279
2206,163915,134450,171742,138267
2207,164285,134636,171750,138265
2208,164643,134790,171800,138290
2209,164653,134787,171881,138299
2210,164539,134712,171954,138313
2211,164644,134737,172016,138341
2212,164972,134832,172059,138344
2213,165299,134904,172081,138352
2214,165509,134959,172112,138362
2215,165677,135017,172137,138370
2216,165851,135082,172174,138380
2217,165973,135127,172234,138388
2218,165894,135105,172266,138398
2219,164991,134720,171999,138319
2220,163837,134272,171554,138204
2221,163639,134213,171462,138176
2222,163872,134308,171590,138221
2223,164174,134455,171707,138257
2224,164651,134653,171776,138270
2225,165109,134842,171873,138293
2226,165095,134842,171914,138306
2227,164885,134762,171844,138294
2228,164800,134727,171828,138281
2229,164934,134789,171874,138293
2230,165127,134855,171959,138300
2231,165307,134932,172053,138334
2232,166220,135186,171651,138107
2233,166353,135234,171708,138124
2234,166458,135258,171662,138098
2235,166518,135283,171634,138097
2236,166561,135302,171682,138110
2237,166596,135318,171743,138136
2238,166644,135335,171807,138141
2239,166738,135359,171875,138167
2240,166813,135391,171898,138169
2241,166513,135267,171931,138179
2242,165338,134797,171952,138181
2243,164731,134577,171961,138183
2244,164937,134659,171987,138184
2245,165298,134818,172038,138190
2246,165528,134914,172103,138204
2247,165838,135032,172098,138206
2248,166012,135101,171811,138120
2249,165890,135047,171423,138019
2250,165788,135010,171311,137990
2251,165872,135039,171366,137999
2252,166078,135110,171395,138018
2253,166269,135177,171452,138023
2254,166399,135233,171560,138054
2255,166484,135277,171574,138055
2256,166550,135296,171532,138031
2257,166584,135305,171526,138026
2258,166603,135304,171590,138043
2259,166664,135340,171657,138056
2260,166740,135377,171719,138073
2261,166812,135394,171775,138083
2262,166494,135270,171806,138109
2263,165335,134818,171823,138103
2264,164754,134617,171844,138110
2265,164962,134740,171856,138107
2266,165308,134899,171876,138106
2267,165528,135006,171923,138123
2268,165815,135112,171973,138129
2269,165930,135149,171960,138126
2270,165778,135070,171661,138040
2271,165688,135003,171271,137931
2272,165796,135007,171161,137901
2273,166008,135033,171212,137915
2274,166208,135085,171236,137930
2275,166330,135132,171302,137938
2276,166400,135161,171423,137968
2277,166468,135188,171444,137975
2278,166479,135202,171386,137952
2279,166500,135227,171390,137949
2280,166570,135263,171459,137963
2281,166665,135336,171528,137988
2282,166727,135357,171579,137989
2283,166257,135155,171622,138013
2284,165136,134719,171640,138026
2285,164741,134576,171650,138024
2286,164957,134682,171663,138030
2287,165236,134800,171676,138037
2288,165425,134871,171702,138037
2289,165732,134984,171735,138034
2290,165780,134995,171802,138052
2291,165600,134921,171856,138072
2292,165545,134894,171752,138048
2293,165631,134914,171348,137942
2294,165849,134999,171031,137846
2295,166029,135070,170987,137840
2296,166151,135119,171019,137861
2297,166225,135158,171036,137860
2298,166276,135180,171123,137885
2299,166323,135201,171230,137921
2300,166368,135213,171232,137914
2301,166426,135231,171190,137905
2302,166533,135259,171228,137924
2303,166611,135278,171308,137940
2304,166115,135082,171378,137955
2305,164949,134610,171438,137964
2306,164473,134438,171485,137978
2307,164615,134517,171518,137995
2308,164869,134630,171537,137999
2309,165072,134716,171573,138003
2310,165372,134836,171603,138012
2311,165464,134882,171633,138009
2312,165365,134854,171655,138029
2313,165329,134835,171721,138040
2314,165466,134882,171764,138053
2315,165686,134956,171777,138061
2316,165880,135020,171524,137988
2317,166014,135068,171090,137870
2318,166100,135096,170911,137818
2319,166145,135119,170949,137834
2320,166163,135130,170983,137856
2321,166178,135135,171010,137871
2322,166258,135168,171142,137889
2323,166360,135205,171204,137909
2324,166436,135225,171175,137892
2325,166115,135101,171173,137894
2326,164971,134652,171236,137902
2327,164303,134388,171303,137915
2328,164270,134401,171376,137940
2329,164457,134490,171419,137954
2330,164627,134557,171446,137970
2331,165004,134698,171473,137961
2332,165279,134684,171210,137844
2333,165359,134727,171277,137837
2334,165430,134750,171307,137849
2335,165501,134783,171327,137855
2336,165587,134833,171380,137866
2337,165654,134890,171425,137857
2338,165749,134934,171472,137880
2339,165878,134984,171455,137877
2340,166007,135033,171148,137794
2341,166044,135051,170746,137690
2342,165385,134797,170611,137663
2343,164150,134309,170649,137683
2344,163591,134099,170691,137691
2345,163656,134146,170762,137717
2346,163722,134175,170866,137736
2347,163751,134182,170874,137734
2348,164145,134336,170821,137715
2349,164447,134452,170825,137712
2350,164365,134416,170880,137718
2351,164362,134421,170933,137753
2352,164583,134506,170959,137776
2353,164840,134611,170991,137782
2354,165055,134688,171012,137785
2355,165226,134743,171022,137789
2356,165335,134789,171034,137789
2357,165394,134799,171054,137789
2358,165450,134815,171105,137805
2359,165503,134848,171151,137814
2360,165567,134873,171191,137825
2361,165632,134897,171178,137824
2362,165675,134920,170933,137754
2363,165712,134942,170619,137673
2364,165791,134985,170574,137658
2365,165869,134999,170669,137684
2366,165722,134941,170764,137721
2367,164530,134452,170912,137761
2368,163371,134001,170930,137762
2369,163144,133926,170832,137730
2370,163234,133955,170808,137711
2371,163268,133970,170822,137717
2372,163385,134025,170895,137725
2373,163683,134158,170945,137723
2374,163765,134194,171006,137724
2375,163662,134142,171019,137718
2376,163694,134158,171036,137714
2377,163918,134245,171067,137725
2378,164223,134364,171117,137728
2379,164529,134487,171179,137732
2380,164730,134563,171217,137752
2381,164860,134618,171098,137715
2382,164971,134657,170789,137643
2383,165050,134687,170655,137612
2384,165137,134728,170694,137633
2385,165251,134765,170779,137657
2386,165343,134805,170899,137679
2387,165458,134838,170970,137706
2388,165629,134900,170905,137677
2389,165758,134942,170835,137671
2390,165608,134888,170841,137673
2391,164437,134427,170907,137676
2392,163312,133984,170971,137690
2393,163122,133926,171028,137695
2394,163216,133968,171053,137704
2395,163272,133994,171071,137711
2396,163428,134065,171081,137711
2397,163788,134219,171128,137726
2398,163845,134238,171171,137745
2399,163725,134189,171174,137736
2400,163774,134208,170879,137669
2401,163972,134299,170494,137573
2402,164305,134422,170389,137550
2403,164583,134536,170432,137565
2404,164786,134604,170463,137585
2405,164891,134646,170503,137603
2406,164979,134677,170617,137623
2407,165067,134703,170635,137621
2408,165144,134729,170612,137602
2409,165262,134765,170622,137612
2410,165365,134816,170667,137617
2411,165498,134846,170740,137634
2412,165641,134900,170798,137650
2413,165728,134927,170856,137672
2414,165451,134812,170869,137686
2415,164132,134301,170888,137698
2416,163185,133934,170911,137706
2417,163107,133911,170963,137721
2418,163203,133962,171001,137716
2419,163234,133975,170883,137695
2420,163449,134070,170474,137580
2421,163761,134199,170156,137491
2422,163719,134182,170153,137499
2423,163595,134126,170212,137522
2424,163732,134175,170232,137539
2425,164019,134297,170355,137566
2426,164320,134408,170471,137614
2427,164526,134496,170472,137609
2428,164715,134556,170468,137602
2429,164817,134598,170517,137619
2430,164911,134625,170582,137635
2431,164992,134648,170653,137654
2432,163978,134096,170949,137656
2433,164276,134211,170969,137655
2434,164478,134288,171019,137659
2435,164626,134340,171055,137661
2436,164725,134368,171100,137675
2437,164785,134396,171154,137688
2438,164860,134424,171219,137696
2439,165064,134481,171271,137723
2440,165239,134552,171153,137691
2441,165230,134546,170675,137563
2442,164254,134156,170349,137475
2443,163006,133665,170359,137490
2444,162673,133547,170449,137520
2445,162717,133573,170489,137531
2446,162760,133588,170570,137552
2447,162871,133645,170683,137599
2448,163249,133810,170673,137584
2449,163406,133854,170632,137572
2450,163304,133820,170672,137569
2451,163356,133842,170743,137588
2452,163585,133936,170818,137619
2453,163918,134072,170877,137618
2454,164212,134182,170918,137635
2455,164389,134249,170948,137641
2456,164549,134313,170972,137639
2457,164669,134354,171007,137645
2458,164755,134384,171033,137656
2459,164872,134427,171068,137657
2460,164960,134452,171095,137661
2461,165057,134489,171145,137670
2462,165220,134545,171221,137699
2463,165384,134606,171276,137714
2464,165429,134634,171198,137703
2465,164820,134381,170719,137576
2466,163294,133770,170412,137498
2467,162666,133534,170399,137499
2468,162720,133567,170495,137537
2469,162812,133602,170529,137547
2470,162839,133624,170607,137559
2471,163172,133762,170702,137591
2472,163492,133898,170678,137583
2473,163405,133857,170624,137570
2474,163371,133836,170652,137570
2475,163556,133916,170724,137587
2476,163873,134052,170807,137608
2477,164227,134186,170867,137620
2478,164454,134265,170916,137635
2479,164604,134330,170936,137642
2480,164709,134359,170952,137645
2481,164809,134401,170975,137647
2482,164902,134424,171009,137662
2483,165027,134473,171032,137662
2484,165134,134516,171057,137671
2485,165227,134542,171092,137677
2486,165331,134589,171173,137697
2487,165450,134627,171222,137713
2488,165547,134664,171112,137686
2489,165330,134572,170652,137560
2490,163981,134037,170298,137457
2491,162904,133613,170285,137464
2492,162817,133602,170389,137504
2493,162977,133668,170436,137521
2494,163034,133701,170528,137536
2495,163225,133782,170637,137566
2496,163661,133955,170611,137552
2497,163733,133980,170580,137539
2498,163595,133915,170598,137549
2499,163694,133974,170663,137566
